IMG_ID,CLUSTER_ID_0,CLUSTER_ID_1,CLUSTER_ID_2,CLUSTER_ID_3,CLUSTER_ID_4,CLUSTER_ID_5,CLUSTER_ID_6,CLUSTER_ID_7,CLUSTER_ID_8,CLUSTER_ID_9,CLUSTER_ID_10,CLUSTER_ID_11,CLUSTER_ID_12,CLUSTER_ID_13,CLUSTER_ID_14,CLUSTER_ID_15,CLUSTER_ID_16,CLUSTER_ID_17,CLUSTER_ID_18,CLUSTER_ID_19,CLUSTER_ID_20,CLUSTER_ID_21,CLUSTER_ID_22,CLUSTER_ID_23,CLUSTER_ID_24,CLUSTER_ID_25,CLUSTER_ID_26,CLUSTER_ID_27,CLUSTER_ID_28,CLUSTER_ID_29,CLUSTER_ID_30,CLUSTER_ID_31,CLUSTER_ID_32,CLUSTER_ID_33,CLUSTER_ID_34,CLUSTER_ID_35,CLUSTER_ID_36,CLUSTER_ID_37,CLUSTER_ID_38,CLUSTER_ID_39,CLUSTER_ID_40,CLUSTER_ID_41,CLUSTER_ID_42,CLUSTER_ID_43,CLUSTER_ID_44,CLUSTER_ID_45,CLUSTER_ID_46,CLUSTER_ID_47,CLUSTER_ID_48,CLUSTER_ID_49
264,15.0,19.0,8.0,26.0,17.0,13.0,38.0,13.0,26.0,8.0,19.0,21.0,23.0,31.0,5.0,46.0,15.0,20.0,12.0,9.0,19.0,25.0,15.0,19.0,25.0,26.0,34.0,19.0,18.0,18.0,16.0,16.0,21.0,16.0,22.0,20.0,24.0,25.0,9.0,26.0,19.0,25.0,33.0,10.0,29.0,21.0,28.0,14.0,5.0,2.0
265,3.0,3.0,1.0,5.0,6.0,1.0,1.0,0.0,31.0,0.0,3.0,2.0,2.0,1.0,0.0,6.0,0.0,9.0,2.0,6.0,9.0,0.0,2.0,2.0,1.0,3.0,6.0,9.0,6.0,19.0,1.0,1.0,11.0,3.0,1.0,5.0,7.0,1.0,5.0,12.0,1.0,8.0,3.0,0.0,13.0,12.0,2.0,0.0,3.0,6.0
266,1.0,3.0,4.0,6.0,1.0,1.0,5.0,12.0,13.0,7.0,4.0,0.0,5.0,2.0,2.0,8.0,1.0,7.0,1.0,0.0,7.0,5.0,3.0,1.0,1.0,9.0,6.0,6.0,9.0,10.0,1.0,2.0,8.0,1.0,8.0,15.0,4.0,6.0,5.0,6.0,3.0,3.0,3.0,1.0,5.0,6.0,4.0,1.0,3.0,6.0
267,10.0,13.0,30.0,16.0,18.0,13.0,13.0,15.0,32.0,28.0,9.0,13.0,10.0,15.0,27.0,23.0,12.0,30.0,9.0,13.0,18.0,11.0,16.0,16.0,14.0,11.0,13.0,13.0,15.0,19.0,14.0,8.0,27.0,7.0,10.0,15.0,12.0,12.0,7.0,19.0,8.0,16.0,16.0,16.0,15.0,25.0,12.0,10.0,18.0,26.0
268,0.0,6.0,2.0,2.0,3.0,2.0,1.0,4.0,4.0,1.0,3.0,7.0,3.0,3.0,1.0,0.0,0.0,5.0,6.0,2.0,4.0,0.0,4.0,2.0,1.0,1.0,5.0,5.0,3.0,2.0,6.0,1.0,8.0,3.0,3.0,4.0,7.0,0.0,4.0,6.0,0.0,3.0,2.0,2.0,0.0,8.0,2.0,6.0,0.0,5.0
269,11.0,28.0,52.0,17.0,42.0,10.0,6.0,8.0,20.0,33.0,19.0,26.0,21.0,12.0,43.0,10.0,11.0,13.0,14.0,40.0,19.0,6.0,26.0,36.0,6.0,7.0,14.0,10.0,17.0,23.0,14.0,15.0,14.0,16.0,4.0,41.0,19.0,2.0,24.0,18.0,7.0,15.0,21.0,24.0,15.0,16.0,10.0,43.0,35.0,62.0
270,8.0,12.0,13.0,9.0,21.0,2.0,3.0,2.0,9.0,10.0,11.0,10.0,7.0,4.0,37.0,4.0,5.0,21.0,4.0,8.0,14.0,3.0,8.0,15.0,3.0,3.0,12.0,17.0,10.0,9.0,3.0,1.0,7.0,7.0,4.0,16.0,12.0,4.0,10.0,8.0,2.0,12.0,1.0,2.0,22.0,17.0,3.0,10.0,10.0,11.0
271,13.0,21.0,9.0,17.0,16.0,24.0,11.0,3.0,3.0,12.0,15.0,21.0,12.0,21.0,4.0,14.0,20.0,2.0,26.0,24.0,6.0,9.0,44.0,36.0,22.0,14.0,20.0,13.0,11.0,8.0,28.0,29.0,15.0,16.0,6.0,2.0,18.0,6.0,24.0,13.0,9.0,14.0,13.0,32.0,9.0,8.0,4.0,22.0,66.0,32.0
272,46.0,32.0,16.0,26.0,32.0,51.0,47.0,9.0,10.0,22.0,22.0,43.0,22.0,43.0,15.0,20.0,33.0,7.0,54.0,39.0,15.0,33.0,43.0,44.0,60.0,49.0,44.0,20.0,27.0,21.0,51.0,42.0,19.0,33.0,30.0,16.0,41.0,30.0,32.0,21.0,22.0,40.0,50.0,57.0,27.0,24.0,8.0,45.0,14.0,18.0
273,17.0,48.0,23.0,22.0,27.0,32.0,45.0,14.0,7.0,31.0,21.0,43.0,32.0,38.0,17.0,35.0,36.0,9.0,34.0,30.0,24.0,25.0,31.0,42.0,40.0,49.0,37.0,33.0,29.0,29.0,33.0,35.0,20.0,39.0,25.0,27.0,34.0,40.0,37.0,39.0,38.0,33.0,48.0,34.0,34.0,30.0,23.0,44.0,13.0,8.0
274,3.0,11.0,13.0,5.0,10.0,3.0,2.0,5.0,18.0,13.0,4.0,2.0,4.0,3.0,10.0,5.0,5.0,39.0,2.0,14.0,10.0,2.0,8.0,11.0,2.0,3.0,2.0,6.0,6.0,12.0,0.0,11.0,7.0,6.0,3.0,2.0,5.0,7.0,7.0,3.0,8.0,5.0,8.0,6.0,1.0,7.0,4.0,9.0,11.0,14.0
275,41.0,46.0,7.0,24.0,18.0,32.0,52.0,19.0,11.0,11.0,34.0,32.0,32.0,38.0,7.0,26.0,29.0,10.0,65.0,36.0,39.0,41.0,58.0,44.0,46.0,44.0,24.0,25.0,33.0,22.0,28.0,51.0,31.0,33.0,40.0,49.0,34.0,36.0,27.0,25.0,37.0,18.0,28.0,58.0,45.0,25.0,24.0,26.0,16.0,13.0
276,17.0,12.0,43.0,20.0,36.0,25.0,21.0,13.0,29.0,48.0,23.0,37.0,24.0,23.0,40.0,24.0,29.0,26.0,18.0,25.0,14.0,6.0,12.0,30.0,10.0,13.0,12.0,15.0,15.0,15.0,24.0,25.0,12.0,27.0,11.0,10.0,19.0,17.0,15.0,23.0,20.0,28.0,17.0,12.0,8.0,24.0,15.0,29.0,28.0,12.0
277,5.0,8.0,624.0,9.0,23.0,8.0,1.0,5.0,34.0,45.0,1.0,12.0,2.0,10.0,104.0,8.0,1.0,36.0,9.0,9.0,15.0,1.0,8.0,9.0,1.0,6.0,6.0,4.0,9.0,10.0,4.0,7.0,8.0,4.0,5.0,12.0,10.0,10.0,12.0,9.0,4.0,6.0,4.0,9.0,13.0,20.0,4.0,6.0,6.0,15.0
278,13.0,9.0,17.0,12.0,23.0,10.0,8.0,5.0,19.0,8.0,23.0,10.0,21.0,13.0,9.0,14.0,9.0,35.0,9.0,12.0,9.0,9.0,9.0,20.0,4.0,20.0,7.0,14.0,13.0,11.0,9.0,8.0,21.0,13.0,8.0,9.0,12.0,12.0,16.0,13.0,12.0,10.0,14.0,9.0,11.0,24.0,6.0,8.0,10.0,2.0
279,5.0,8.0,7.0,1.0,8.0,1.0,6.0,7.0,14.0,4.0,7.0,4.0,6.0,5.0,7.0,6.0,3.0,18.0,6.0,14.0,5.0,1.0,5.0,13.0,2.0,6.0,7.0,6.0,12.0,8.0,4.0,2.0,10.0,3.0,3.0,10.0,8.0,8.0,4.0,9.0,6.0,8.0,4.0,5.0,14.0,12.0,9.0,10.0,12.0,22.0
280,37.0,26.0,6.0,15.0,13.0,92.0,53.0,27.0,12.0,9.0,22.0,32.0,31.0,24.0,5.0,19.0,60.0,21.0,86.0,25.0,15.0,98.0,100.0,25.0,80.0,48.0,14.0,7.0,20.0,19.0,53.0,68.0,10.0,35.0,69.0,13.0,26.0,24.0,22.0,15.0,25.0,17.0,39.0,96.0,12.0,25.0,24.0,27.0,6.0,1.0
281,3.0,3.0,11.0,4.0,14.0,0.0,4.0,6.0,8.0,6.0,10.0,1.0,1.0,1.0,4.0,1.0,1.0,13.0,2.0,5.0,15.0,3.0,4.0,9.0,2.0,3.0,1.0,6.0,3.0,12.0,1.0,1.0,5.0,1.0,1.0,10.0,2.0,4.0,7.0,5.0,0.0,6.0,1.0,3.0,8.0,8.0,5.0,1.0,3.0,9.0
282,24.0,54.0,34.0,32.0,36.0,40.0,70.0,40.0,18.0,41.0,26.0,39.0,87.0,49.0,50.0,36.0,76.0,20.0,72.0,52.0,30.0,59.0,45.0,57.0,39.0,47.0,39.0,25.0,41.0,23.0,55.0,82.0,24.0,90.0,62.0,26.0,46.0,68.0,53.0,27.0,78.0,27.0,66.0,49.0,32.0,24.0,84.0,46.0,36.0,23.0
283,10.0,9.0,11.0,4.0,13.0,289.0,8.0,9.0,41.0,12.0,14.0,10.0,13.0,12.0,10.0,17.0,9.0,32.0,11.0,9.0,19.0,9.0,8.0,11.0,28.0,12.0,8.0,11.0,5.0,16.0,8.0,4.0,25.0,12.0,11.0,15.0,3.0,0.0,15.0,19.0,5.0,11.0,14.0,5.0,6.0,14.0,7.0,8.0,25.0,16.0
284,6.0,4.0,7.0,5.0,7.0,0.0,11.0,10.0,28.0,9.0,15.0,1.0,11.0,10.0,10.0,20.0,3.0,25.0,1.0,3.0,10.0,3.0,3.0,4.0,5.0,6.0,4.0,10.0,5.0,9.0,4.0,4.0,16.0,14.0,5.0,7.0,7.0,13.0,7.0,9.0,13.0,7.0,10.0,3.0,7.0,10.0,21.0,3.0,12.0,5.0
285,1.0,3.0,26.0,7.0,14.0,1.0,3.0,35.0,15.0,14.0,1.0,3.0,5.0,4.0,29.0,6.0,3.0,7.0,4.0,14.0,7.0,2.0,6.0,14.0,2.0,4.0,2.0,2.0,5.0,10.0,4.0,1.0,6.0,6.0,3.0,13.0,3.0,4.0,9.0,6.0,8.0,6.0,3.0,7.0,1.0,11.0,47.0,5.0,17.0,40.0
286,12.0,11.0,3.0,5.0,18.0,20.0,46.0,17.0,31.0,10.0,9.0,10.0,19.0,17.0,12.0,13.0,25.0,30.0,27.0,7.0,15.0,10.0,24.0,8.0,18.0,32.0,6.0,12.0,9.0,12.0,3.0,22.0,15.0,23.0,17.0,25.0,12.0,23.0,15.0,11.0,17.0,9.0,11.0,24.0,8.0,6.0,12.0,7.0,0.0,12.0
287,24.0,22.0,23.0,14.0,35.0,64.0,35.0,27.0,23.0,50.0,23.0,31.0,31.0,33.0,32.0,16.0,35.0,15.0,48.0,47.0,11.0,31.0,51.0,55.0,45.0,26.0,18.0,19.0,15.0,21.0,47.0,50.0,18.0,35.0,30.0,31.0,23.0,18.0,22.0,21.0,19.0,17.0,31.0,53.0,17.0,9.0,11.0,30.0,22.0,48.0
288,5.0,10.0,3.0,20.0,12.0,20.0,17.0,20.0,29.0,8.0,6.0,11.0,7.0,21.0,5.0,14.0,16.0,19.0,18.0,7.0,7.0,46.0,6.0,8.0,35.0,11.0,11.0,9.0,13.0,17.0,7.0,16.0,11.0,11.0,47.0,19.0,12.0,18.0,12.0,14.0,13.0,15.0,16.0,10.0,13.0,5.0,11.0,6.0,4.0,2.0
289,6.0,14.0,0.0,10.0,10.0,30.0,27.0,2.0,10.0,5.0,9.0,7.0,21.0,20.0,8.0,28.0,15.0,6.0,26.0,9.0,10.0,30.0,35.0,15.0,26.0,12.0,11.0,9.0,12.0,7.0,9.0,32.0,17.0,15.0,28.0,20.0,9.0,12.0,10.0,17.0,14.0,10.0,17.0,20.0,9.0,6.0,6.0,12.0,6.0,2.0
290,7.0,11.0,3.0,3.0,14.0,8.0,8.0,20.0,38.0,5.0,11.0,3.0,14.0,10.0,8.0,22.0,15.0,38.0,18.0,2.0,11.0,27.0,8.0,5.0,9.0,11.0,9.0,16.0,8.0,12.0,6.0,11.0,22.0,19.0,27.0,13.0,8.0,15.0,15.0,22.0,27.0,11.0,13.0,14.0,23.0,11.0,27.0,4.0,13.0,6.0
291,45.0,20.0,34.0,25.0,45.0,400.0,59.0,22.0,32.0,56.0,82.0,94.0,71.0,40.0,28.0,26.0,109.0,16.0,114.0,52.0,17.0,82.0,180.0,37.0,170.0,48.0,29.0,24.0,19.0,18.0,115.0,148.0,20.0,55.0,92.0,11.0,32.0,40.0,20.0,24.0,29.0,26.0,49.0,113.0,26.0,16.0,16.0,85.0,9.0,12.0
292,34.0,24.0,9.0,14.0,30.0,45.0,18.0,3.0,37.0,20.0,12.0,44.0,11.0,16.0,17.0,14.0,24.0,31.0,24.0,41.0,17.0,4.0,72.0,40.0,12.0,29.0,28.0,22.0,15.0,12.0,37.0,27.0,20.0,8.0,3.0,18.0,23.0,12.0,27.0,24.0,4.0,23.0,16.0,47.0,22.0,42.0,9.0,44.0,42.0,33.0
293,4.0,6.0,11.0,8.0,9.0,9.0,6.0,6.0,14.0,5.0,11.0,6.0,8.0,5.0,10.0,5.0,4.0,50.0,13.0,7.0,12.0,8.0,19.0,3.0,5.0,6.0,11.0,9.0,8.0,10.0,3.0,9.0,7.0,6.0,9.0,11.0,9.0,4.0,12.0,13.0,5.0,4.0,11.0,16.0,12.0,3.0,5.0,7.0,4.0,7.0
294,5.0,2.0,5.0,6.0,3.0,3.0,9.0,8.0,10.0,2.0,7.0,8.0,5.0,5.0,3.0,20.0,2.0,16.0,3.0,2.0,10.0,2.0,3.0,8.0,3.0,8.0,3.0,5.0,8.0,9.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,8.0,6.0,9.0,6.0,1.0,4.0,2.0,11.0,8.0,12.0,2.0,4.0,1.0
295,1.0,8.0,0.0,5.0,1.0,0.0,4.0,3.0,10.0,2.0,3.0,1.0,5.0,8.0,0.0,7.0,3.0,24.0,1.0,1.0,6.0,2.0,3.0,3.0,2.0,0.0,1.0,9.0,8.0,2.0,1.0,2.0,7.0,3.0,1.0,6.0,2.0,3.0,4.0,10.0,8.0,1.0,2.0,0.0,5.0,11.0,6.0,1.0,1.0,0.0
296,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,47.0,1.0,3.0,4.0,3.0,2.0,0.0,8.0,1.0,22.0,1.0,5.0,16.0,2.0,6.0,7.0,2.0,1.0,10.0,8.0,11.0,7.0,0.0,4.0,6.0,3.0,1.0,7.0,4.0,2.0,5.0,8.0,2.0,2.0,1.0,2.0,4.0,12.0,0.0,3.0,5.0,2.0
297,23.0,27.0,8.0,15.0,22.0,43.0,69.0,32.0,15.0,12.0,9.0,33.0,48.0,33.0,36.0,33.0,43.0,10.0,63.0,29.0,17.0,90.0,51.0,49.0,66.0,43.0,31.0,24.0,36.0,22.0,41.0,53.0,9.0,59.0,68.0,31.0,25.0,60.0,27.0,31.0,53.0,24.0,23.0,53.0,29.0,11.0,27.0,29.0,7.0,22.0
298,10.0,24.0,20.0,19.0,22.0,9.0,13.0,32.0,18.0,32.0,20.0,21.0,23.0,20.0,23.0,15.0,11.0,19.0,21.0,20.0,12.0,14.0,8.0,22.0,13.0,16.0,16.0,15.0,15.0,9.0,15.0,9.0,14.0,23.0,8.0,34.0,18.0,22.0,24.0,12.0,23.0,13.0,14.0,12.0,15.0,9.0,47.0,13.0,20.0,22.0
299,7.0,5.0,3.0,3.0,5.0,82.0,9.0,1.0,29.0,10.0,18.0,28.0,15.0,11.0,3.0,9.0,17.0,52.0,20.0,8.0,7.0,25.0,45.0,10.0,24.0,17.0,12.0,8.0,7.0,7.0,11.0,20.0,11.0,8.0,20.0,8.0,7.0,5.0,7.0,11.0,8.0,5.0,9.0,22.0,5.0,16.0,0.0,11.0,8.0,0.0
300,9.0,4.0,8.0,3.0,8.0,0.0,1.0,13.0,20.0,11.0,12.0,2.0,2.0,7.0,4.0,5.0,0.0,12.0,2.0,5.0,6.0,2.0,1.0,4.0,2.0,5.0,2.0,4.0,10.0,8.0,1.0,0.0,6.0,3.0,1.0,7.0,3.0,1.0,3.0,10.0,3.0,4.0,5.0,2.0,7.0,7.0,3.0,2.0,7.0,6.0
301,0.0,7.0,1.0,1.0,4.0,0.0,3.0,1.0,7.0,1.0,3.0,0.0,2.0,3.0,1.0,4.0,1.0,8.0,1.0,4.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,4.0,5.0,2.0,6.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,5.0,6.0,1.0,2.0,0.0,2.0,6.0,2.0,0.0,0.0,2.0
302,2.0,8.0,0.0,4.0,3.0,1.0,15.0,0.0,36.0,0.0,5.0,2.0,2.0,7.0,1.0,10.0,7.0,12.0,13.0,5.0,17.0,4.0,14.0,5.0,4.0,4.0,4.0,5.0,10.0,13.0,3.0,13.0,7.0,3.0,3.0,18.0,4.0,3.0,9.0,6.0,3.0,4.0,7.0,13.0,17.0,11.0,0.0,2.0,13.0,30.0
303,10.0,6.0,7.0,7.0,7.0,4.0,7.0,9.0,43.0,10.0,9.0,13.0,20.0,10.0,13.0,15.0,15.0,35.0,4.0,12.0,11.0,9.0,5.0,8.0,10.0,8.0,10.0,10.0,6.0,13.0,10.0,13.0,14.0,10.0,10.0,21.0,4.0,17.0,7.0,6.0,13.0,5.0,5.0,13.0,11.0,12.0,22.0,16.0,17.0,24.0
304,2.0,5.0,0.0,4.0,2.0,0.0,0.0,5.0,24.0,1.0,8.0,10.0,3.0,2.0,2.0,5.0,2.0,24.0,4.0,3.0,9.0,0.0,2.0,1.0,0.0,3.0,9.0,1.0,5.0,6.0,0.0,0.0,12.0,1.0,0.0,6.0,4.0,1.0,12.0,3.0,2.0,3.0,0.0,1.0,4.0,13.0,9.0,5.0,4.0,4.0
305,6.0,10.0,3.0,5.0,6.0,8.0,4.0,4.0,16.0,10.0,7.0,13.0,6.0,4.0,4.0,6.0,8.0,8.0,10.0,11.0,7.0,8.0,14.0,6.0,5.0,4.0,7.0,3.0,9.0,10.0,4.0,9.0,3.0,8.0,4.0,9.0,8.0,3.0,10.0,3.0,3.0,9.0,3.0,14.0,7.0,9.0,6.0,6.0,13.0,22.0
306,5.0,8.0,43.0,6.0,33.0,4.0,3.0,39.0,25.0,27.0,22.0,4.0,19.0,11.0,32.0,9.0,11.0,28.0,3.0,13.0,7.0,5.0,8.0,16.0,3.0,3.0,4.0,3.0,10.0,11.0,4.0,5.0,9.0,12.0,2.0,13.0,1.0,3.0,5.0,12.0,8.0,5.0,8.0,6.0,14.0,4.0,34.0,3.0,11.0,18.0
307,6.0,6.0,1.0,3.0,8.0,1.0,7.0,1.0,11.0,2.0,4.0,8.0,4.0,7.0,1.0,7.0,4.0,8.0,3.0,6.0,7.0,1.0,7.0,11.0,1.0,6.0,11.0,8.0,4.0,4.0,4.0,2.0,7.0,4.0,0.0,7.0,9.0,1.0,7.0,7.0,3.0,5.0,4.0,3.0,6.0,13.0,1.0,10.0,12.0,14.0
308,12.0,14.0,10.0,7.0,8.0,3.0,11.0,10.0,16.0,8.0,9.0,6.0,7.0,13.0,4.0,22.0,3.0,17.0,9.0,8.0,8.0,10.0,5.0,12.0,9.0,11.0,17.0,11.0,13.0,5.0,2.0,2.0,13.0,5.0,10.0,12.0,9.0,6.0,10.0,10.0,5.0,9.0,9.0,4.0,9.0,10.0,9.0,9.0,13.0,13.0
309,56.0,67.0,30.0,53.0,58.0,66.0,105.0,41.0,21.0,45.0,30.0,66.0,75.0,58.0,41.0,71.0,70.0,17.0,74.0,54.0,42.0,55.0,63.0,57.0,57.0,69.0,70.0,34.0,42.0,31.0,76.0,74.0,40.0,59.0,51.0,23.0,64.0,74.0,56.0,48.0,83.0,49.0,67.0,67.0,41.0,27.0,45.0,70.0,38.0,21.0
310,25.0,44.0,15.0,21.0,39.0,68.0,34.0,22.0,14.0,25.0,23.0,29.0,53.0,29.0,35.0,13.0,104.0,15.0,103.0,20.0,31.0,56.0,85.0,31.0,55.0,31.0,35.0,15.0,26.0,14.0,100.0,104.0,22.0,55.0,62.0,8.0,32.0,38.0,32.0,12.0,60.0,18.0,47.0,102.0,21.0,23.0,17.0,30.0,4.0,2.0
311,8.0,24.0,19.0,15.0,28.0,14.0,9.0,6.0,7.0,19.0,21.0,17.0,17.0,22.0,12.0,10.0,14.0,11.0,25.0,25.0,12.0,16.0,25.0,23.0,13.0,13.0,14.0,17.0,10.0,11.0,17.0,15.0,14.0,15.0,19.0,25.0,12.0,14.0,17.0,18.0,7.0,19.0,18.0,22.0,12.0,20.0,4.0,16.0,7.0,27.0
312,5.0,17.0,37.0,7.0,26.0,3.0,3.0,34.0,16.0,24.0,19.0,7.0,16.0,9.0,28.0,7.0,8.0,24.0,5.0,17.0,13.0,4.0,5.0,23.0,6.0,5.0,8.0,4.0,15.0,8.0,2.0,7.0,9.0,22.0,10.0,20.0,8.0,11.0,13.0,5.0,10.0,9.0,13.0,7.0,12.0,7.0,48.0,17.0,6.0,28.0
313,9.0,17.0,14.0,19.0,21.0,11.0,16.0,11.0,18.0,8.0,16.0,15.0,12.0,18.0,6.0,21.0,8.0,24.0,11.0,13.0,8.0,5.0,8.0,15.0,5.0,17.0,10.0,6.0,12.0,21.0,9.0,9.0,22.0,8.0,4.0,34.0,8.0,17.0,13.0,12.0,15.0,21.0,10.0,12.0,14.0,5.0,26.0,7.0,22.0,18.0
314,8.0,4.0,5.0,4.0,2.0,3.0,16.0,26.0,12.0,6.0,14.0,3.0,15.0,15.0,4.0,15.0,6.0,3.0,2.0,2.0,11.0,16.0,2.0,5.0,8.0,13.0,4.0,9.0,5.0,6.0,3.0,6.0,7.0,18.0,14.0,3.0,7.0,23.0,3.0,8.0,28.0,8.0,15.0,2.0,3.0,0.0,32.0,6.0,2.0,6.0
315,2.0,2.0,3.0,8.0,4.0,3.0,3.0,2.0,6.0,1.0,4.0,11.0,5.0,3.0,0.0,21.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,5.0,4.0,6.0,7.0,7.0,7.0,9.0,3.0,5.0,11.0,2.0,4.0,5.0,9.0,3.0,4.0,10.0,3.0,5.0,6.0,4.0,11.0,9.0,6.0,5.0,6.0,1.0
316,2.0,2.0,4.0,6.0,3.0,0.0,8.0,1.0,38.0,2.0,2.0,1.0,1.0,8.0,2.0,13.0,8.0,22.0,0.0,1.0,3.0,11.0,0.0,0.0,10.0,2.0,2.0,1.0,2.0,7.0,2.0,2.0,8.0,5.0,5.0,9.0,2.0,5.0,4.0,3.0,7.0,4.0,3.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0
317,5.0,11.0,8.0,8.0,11.0,0.0,7.0,12.0,42.0,6.0,9.0,5.0,6.0,10.0,5.0,27.0,5.0,44.0,5.0,7.0,16.0,3.0,8.0,13.0,5.0,4.0,5.0,19.0,12.0,16.0,3.0,2.0,22.0,6.0,4.0,17.0,4.0,6.0,10.0,16.0,6.0,6.0,9.0,8.0,12.0,18.0,18.0,7.0,9.0,5.0
318,9.0,19.0,15.0,11.0,14.0,5.0,5.0,9.0,9.0,13.0,20.0,11.0,11.0,17.0,9.0,6.0,13.0,7.0,10.0,23.0,14.0,7.0,11.0,28.0,5.0,16.0,15.0,10.0,26.0,10.0,5.0,9.0,7.0,8.0,8.0,18.0,19.0,8.0,23.0,16.0,6.0,7.0,9.0,9.0,12.0,17.0,6.0,13.0,9.0,15.0
319,10.0,21.0,15.0,15.0,16.0,9.0,12.0,42.0,40.0,16.0,16.0,25.0,18.0,9.0,20.0,13.0,12.0,43.0,6.0,19.0,26.0,15.0,15.0,23.0,13.0,13.0,18.0,5.0,15.0,13.0,15.0,13.0,19.0,13.0,14.0,40.0,18.0,9.0,25.0,16.0,12.0,8.0,8.0,17.0,13.0,22.0,38.0,16.0,16.0,7.0
320,1.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,5.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,0.0,1.0,2.0,0.0,1.0,4.0,4.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,4.0,0.0,3.0,1.0,2.0,0.0,15.0,0.0,2.0,3.0,1.0
321,24.0,11.0,25.0,20.0,35.0,37.0,12.0,5.0,32.0,20.0,24.0,20.0,27.0,23.0,15.0,19.0,26.0,26.0,25.0,27.0,12.0,10.0,33.0,27.0,19.0,16.0,28.0,16.0,8.0,7.0,29.0,23.0,16.0,11.0,15.0,17.0,18.0,13.0,14.0,19.0,7.0,18.0,17.0,38.0,22.0,14.0,13.0,27.0,20.0,17.0
322,10.0,7.0,12.0,16.0,11.0,10.0,10.0,14.0,31.0,16.0,17.0,9.0,14.0,13.0,10.0,28.0,11.0,38.0,14.0,14.0,15.0,12.0,13.0,15.0,11.0,12.0,11.0,13.0,16.0,5.0,16.0,7.0,15.0,15.0,10.0,16.0,9.0,12.0,18.0,18.0,11.0,12.0,6.0,13.0,24.0,10.0,11.0,13.0,17.0,22.0
323,3.0,4.0,2.0,4.0,2.0,3.0,2.0,9.0,12.0,0.0,10.0,9.0,8.0,2.0,1.0,9.0,1.0,12.0,3.0,8.0,8.0,0.0,4.0,5.0,3.0,4.0,4.0,1.0,9.0,10.0,5.0,5.0,7.0,9.0,2.0,3.0,4.0,5.0,3.0,7.0,4.0,4.0,6.0,3.0,7.0,8.0,8.0,7.0,15.0,5.0
324,8.0,15.0,11.0,21.0,23.0,5.0,10.0,17.0,22.0,12.0,18.0,9.0,16.0,10.0,15.0,18.0,8.0,22.0,11.0,11.0,23.0,9.0,14.0,18.0,10.0,7.0,16.0,16.0,12.0,28.0,13.0,11.0,24.0,15.0,4.0,17.0,15.0,9.0,11.0,17.0,7.0,10.0,9.0,7.0,13.0,14.0,18.0,9.0,4.0,4.0
325,11.0,14.0,11.0,16.0,9.0,0.0,2.0,32.0,23.0,12.0,17.0,9.0,10.0,12.0,17.0,9.0,16.0,17.0,6.0,16.0,15.0,5.0,9.0,19.0,6.0,4.0,15.0,15.0,15.0,12.0,10.0,6.0,11.0,9.0,5.0,35.0,13.0,13.0,14.0,11.0,14.0,13.0,12.0,8.0,14.0,16.0,22.0,8.0,14.0,10.0
326,17.0,21.0,13.0,16.0,31.0,4.0,21.0,32.0,13.0,17.0,20.0,10.0,28.0,28.0,18.0,26.0,19.0,17.0,12.0,21.0,22.0,13.0,13.0,23.0,16.0,26.0,17.0,29.0,21.0,15.0,21.0,22.0,15.0,38.0,12.0,24.0,12.0,25.0,20.0,29.0,35.0,12.0,23.0,14.0,12.0,19.0,42.0,21.0,21.0,11.0
327,24.0,29.0,33.0,18.0,36.0,55.0,39.0,29.0,10.0,46.0,27.0,48.0,28.0,36.0,36.0,23.0,36.0,7.0,28.0,57.0,25.0,33.0,35.0,59.0,41.0,31.0,21.0,12.0,12.0,17.0,30.0,39.0,13.0,38.0,39.0,13.0,21.0,34.0,21.0,10.0,38.0,25.0,30.0,24.0,10.0,10.0,19.0,34.0,30.0,20.0
328,1.0,5.0,8.0,2.0,3.0,3.0,2.0,2.0,9.0,8.0,2.0,7.0,3.0,2.0,4.0,0.0,7.0,5.0,8.0,6.0,6.0,5.0,4.0,14.0,3.0,1.0,5.0,2.0,3.0,9.0,7.0,3.0,4.0,0.0,2.0,6.0,10.0,0.0,8.0,2.0,0.0,2.0,2.0,9.0,4.0,4.0,0.0,5.0,1.0,4.0
329,6.0,6.0,15.0,15.0,23.0,4.0,9.0,9.0,31.0,9.0,10.0,8.0,9.0,15.0,17.0,17.0,4.0,18.0,7.0,19.0,13.0,3.0,7.0,8.0,2.0,11.0,12.0,13.0,12.0,17.0,10.0,7.0,18.0,11.0,5.0,25.0,18.0,4.0,12.0,18.0,7.0,10.0,16.0,9.0,8.0,13.0,9.0,9.0,10.0,12.0
