IMG_ID,CLUSTER_ID_0,CLUSTER_ID_1,CLUSTER_ID_2,CLUSTER_ID_3,CLUSTER_ID_4,CLUSTER_ID_5,CLUSTER_ID_6,CLUSTER_ID_7,CLUSTER_ID_8,CLUSTER_ID_9,CLUSTER_ID_10,CLUSTER_ID_11,CLUSTER_ID_12,CLUSTER_ID_13,CLUSTER_ID_14,CLUSTER_ID_15,CLUSTER_ID_16,CLUSTER_ID_17,CLUSTER_ID_18,CLUSTER_ID_19,CLUSTER_ID_20,CLUSTER_ID_21,CLUSTER_ID_22,CLUSTER_ID_23,CLUSTER_ID_24,CLUSTER_ID_25,CLUSTER_ID_26,CLUSTER_ID_27,CLUSTER_ID_28,CLUSTER_ID_29,CLUSTER_ID_30,CLUSTER_ID_31,CLUSTER_ID_32,CLUSTER_ID_33,CLUSTER_ID_34,CLUSTER_ID_35,CLUSTER_ID_36,CLUSTER_ID_37,CLUSTER_ID_38,CLUSTER_ID_39,CLUSTER_ID_40,CLUSTER_ID_41,CLUSTER_ID_42,CLUSTER_ID_43,CLUSTER_ID_44,CLUSTER_ID_45,CLUSTER_ID_46,CLUSTER_ID_47,CLUSTER_ID_48,CLUSTER_ID_49
31,35.0,98.0,212.0,26.0,164.0,69.0,38.0,99.0,165.0,190.0,42.0,114.0,182.0,61.0,175.0,37.0,98.0,172.0,74.0,315.0,69.0,95.0,270.0,338.0,32.0,27.0,46.0,40.0,45.0,68.0,23.0,85.0,84.0,147.0,85.0,65.0,42.0,50.0,70.0,50.0,64.0,78.0,59.0,212.0,68.0,48.0,97.0,138.0,83.0,262.0
32,3.0,9.0,4.0,3.0,8.0,2.0,3.0,2.0,8.0,5.0,12.0,4.0,5.0,4.0,8.0,2.0,3.0,17.0,0.0,5.0,8.0,1.0,3.0,8.0,2.0,5.0,7.0,11.0,6.0,21.0,4.0,1.0,10.0,5.0,2.0,16.0,6.0,3.0,10.0,9.0,1.0,5.0,8.0,4.0,16.0,11.0,3.0,4.0,7.0,5.0
33,4.0,16.0,14.0,11.0,18.0,6.0,12.0,20.0,74.0,22.0,22.0,11.0,10.0,7.0,19.0,7.0,11.0,65.0,11.0,9.0,15.0,11.0,15.0,20.0,9.0,5.0,11.0,7.0,13.0,24.0,8.0,14.0,9.0,18.0,15.0,19.0,11.0,9.0,13.0,9.0,17.0,15.0,6.0,15.0,12.0,32.0,31.0,11.0,11.0,10.0
34,23.0,36.0,18.0,18.0,34.0,188.0,41.0,31.0,20.0,37.0,31.0,41.0,25.0,25.0,19.0,24.0,60.0,21.0,66.0,42.0,22.0,50.0,89.0,41.0,68.0,26.0,28.0,15.0,11.0,13.0,38.0,51.0,19.0,27.0,53.0,21.0,30.0,17.0,29.0,18.0,22.0,17.0,27.0,80.0,14.0,21.0,21.0,47.0,25.0,21.0
35,12.0,6.0,3.0,10.0,10.0,13.0,7.0,4.0,33.0,4.0,9.0,8.0,7.0,8.0,3.0,20.0,15.0,9.0,25.0,14.0,20.0,13.0,16.0,14.0,18.0,15.0,12.0,12.0,12.0,11.0,16.0,10.0,18.0,12.0,16.0,24.0,13.0,8.0,15.0,12.0,5.0,9.0,10.0,19.0,14.0,15.0,6.0,11.0,16.0,23.0
36,4.0,1.0,20.0,1.0,10.0,1.0,4.0,8.0,42.0,9.0,5.0,0.0,3.0,10.0,9.0,14.0,1.0,37.0,0.0,8.0,4.0,6.0,2.0,6.0,4.0,2.0,2.0,6.0,7.0,8.0,1.0,0.0,13.0,4.0,5.0,5.0,3.0,9.0,2.0,11.0,5.0,3.0,7.0,2.0,2.0,8.0,6.0,6.0,11.0,23.0
37,23.0,13.0,26.0,20.0,21.0,7.0,19.0,38.0,61.0,21.0,28.0,20.0,19.0,22.0,20.0,30.0,20.0,40.0,11.0,22.0,16.0,14.0,15.0,20.0,16.0,32.0,21.0,20.0,11.0,13.0,11.0,19.0,24.0,20.0,17.0,18.0,17.0,24.0,28.0,19.0,15.0,19.0,24.0,8.0,24.0,10.0,39.0,19.0,46.0,14.0
38,9.0,13.0,6.0,11.0,15.0,6.0,11.0,13.0,26.0,15.0,9.0,19.0,17.0,9.0,6.0,8.0,8.0,20.0,6.0,16.0,16.0,12.0,6.0,21.0,4.0,11.0,17.0,5.0,10.0,11.0,8.0,6.0,15.0,13.0,9.0,19.0,15.0,10.0,11.0,12.0,13.0,16.0,9.0,12.0,6.0,13.0,15.0,14.0,23.0,11.0
39,9.0,9.0,9.0,10.0,14.0,3.0,12.0,21.0,12.0,15.0,6.0,6.0,12.0,8.0,22.0,14.0,5.0,11.0,7.0,6.0,11.0,6.0,3.0,7.0,8.0,12.0,19.0,5.0,19.0,8.0,12.0,3.0,10.0,13.0,10.0,18.0,5.0,15.0,6.0,10.0,13.0,8.0,16.0,7.0,13.0,14.0,33.0,7.0,22.0,20.0
40,11.0,10.0,5.0,15.0,10.0,0.0,6.0,10.0,12.0,13.0,20.0,5.0,10.0,14.0,13.0,12.0,7.0,15.0,12.0,13.0,6.0,8.0,9.0,9.0,6.0,10.0,4.0,8.0,12.0,10.0,6.0,7.0,12.0,12.0,10.0,12.0,10.0,9.0,7.0,3.0,8.0,3.0,5.0,5.0,12.0,15.0,12.0,5.0,7.0,8.0
