IMG_ID,CLUSTER_ID_0,CLUSTER_ID_1,CLUSTER_ID_2,CLUSTER_ID_3,CLUSTER_ID_4,CLUSTER_ID_5,CLUSTER_ID_6,CLUSTER_ID_7,CLUSTER_ID_8,CLUSTER_ID_9,CLUSTER_ID_10,CLUSTER_ID_11,CLUSTER_ID_12,CLUSTER_ID_13,CLUSTER_ID_14,CLUSTER_ID_15,CLUSTER_ID_16,CLUSTER_ID_17,CLUSTER_ID_18,CLUSTER_ID_19,CLUSTER_ID_20,CLUSTER_ID_21,CLUSTER_ID_22,CLUSTER_ID_23,CLUSTER_ID_24,CLUSTER_ID_25,CLUSTER_ID_26,CLUSTER_ID_27,CLUSTER_ID_28,CLUSTER_ID_29,CLUSTER_ID_30,CLUSTER_ID_31,CLUSTER_ID_32,CLUSTER_ID_33,CLUSTER_ID_34,CLUSTER_ID_35,CLUSTER_ID_36,CLUSTER_ID_37,CLUSTER_ID_38,CLUSTER_ID_39,CLUSTER_ID_40,CLUSTER_ID_41,CLUSTER_ID_42,CLUSTER_ID_43,CLUSTER_ID_44,CLUSTER_ID_45,CLUSTER_ID_46,CLUSTER_ID_47,CLUSTER_ID_48,CLUSTER_ID_49
1501,0.4391770420015689,-0.3961876698743083,-0.05774484798823038,0.4518627922293443,-0.030050895980156568,0.09409270531732246,-0.25494175179689255,-0.4694816213760475,0.2989706725127989,0.10892971800916844,1.6924611781765555,0.3809914279982811,0.1287471663481715,0.2737385433926632,0.15123320219500128,-0.09530973761990041,0.16443121454330348,0.8298715823743403,-0.23546301205064588,0.39994895455352664,0.261754113345964,0.1728236317722941,0.2656928095763874,0.7726675827495745,-0.20205160108316347,0.1538365001520208,-0.07516307528537314,0.4559519869409402,0.3387392306847717,0.69376761413061,0.16418995287214147,-0.15279594753302123,1.9931448673742993,0.17574260779896972,-0.14705109089019897,0.2928049681783225,-0.1388555652103796,-0.2476568598677438,0.5483825843515823,1.4935750712652556,-0.13336099816355193,0.32792912037580835,0.18977242321657542,0.5104897604878337,0.12521211566409188,-0.566961570341362,-0.2809582160247396,0.42162924015806685,0.2900280061462543,0.727443414699886
1502,0.7916112215594534,0.6033397217984972,0.7681129704358399,0.4518627922293443,1.4204645448248778,-0.06574767744143596,0.8996082815000042,2.27955386511609,-1.0260684638863569,0.8157359741205681,0.7694893252319912,0.326061868021597,1.7734945008173615,-0.02898586179690067,1.2286718188692336,1.3117814821267857,0.9094553742544336,-1.0925578299266052,0.5866126169993527,0.6537639344383602,1.1918153644086829,2.21860002434191,0.3785135355111591,0.8311675511588397,1.0751913910820217,0.911496258750112,0.07338055176081877,0.7876338397107802,0.3387392306847717,0.9437064105390077,0.21014292037064172,0.9559993177059564,0.7107049082541956,1.0213849893716025,1.44979882615444,0.47391210792059724,-0.1388555652103796,2.6729655549383806,0.11959019686891575,-0.07070548096060918,1.9121481533108673,1.5370701388148005,0.4750908569193762,0.5104897604878337,1.0260187031755446,-0.23325846831583988,1.734141318800942,0.08185683522241426,-0.5945633098752616,-0.049705125375665495
1503,1.848913760233107,2.9355703023683763,0.4638495636480245,2.4852199402970427,1.5465963222861852,1.5859362777324009,2.481769438240196,1.4079084669600461,-0.8168517581391217,0.8157359741205681,2.384690067884979,1.3697235075785954,4.331990354436102,2.241447177124828,0.6409780279560159,1.0634712668773705,3.0568779522453378,-0.40597589696198183,3.6282924444843476,1.9228388338625284,2.935680210151281,3.152541420949779,2.634928054206593,1.7086670772978174,2.8880524122197038,2.489954089162802,2.7471658385922733,1.7826793980203004,2.8517968926428927,3.193155578214587,3.5647095477611614,3.7675873117047924,0.7107049082541956,3.9207302976206297,3.0936149172298033,0.11169782843604785,3.60367617038291,3.149801867559789,2.3493106117787814,1.5978604414136466,3.0898655435537146,1.7385936418879657,4.326889711907187,2.9449678139210516,4.328976190717538,2.1026632458628143,0.5487886512564234,1.5542039232769087,-0.2996995378680896,-0.37351701707381196
1504,-0.44190840689314237,-0.47948161918037546,-0.5358730586547973,-0.05647649478758036,-0.7237756720173469,-0.5186287619245848,-0.5115084258628696,-0.4694816213760475,-0.04972383706592628,-0.7066159621193696,-0.7687970963422828,-0.4429519716519808,-0.29766880925495187,-0.02898586179690067,-0.730307484174825,-0.4263900246191206,-0.6244178957390696,0.21194784270617922,-0.3998781378606456,-0.2980422401297658,-0.5520494813339151,-0.49427736580475473,-0.48644536332209065,-0.1048319433894033,-0.6964682432116222,-0.5406849452295628,0.07338055176081877,-0.87077542413842,-0.6036573925495238,-0.4309569697071796,-0.47915159210686226,-0.42999476384276564,-0.1053932475495067,-0.30748161024253473,-0.569746657166721,-0.06940931130622682,-0.3679901612671116,-0.3668659380230958,-0.3949606681102841,-0.27927622125739116,-0.44328662717482753,-0.5789266434534357,-0.024216402060525163,-0.46330146088545326,-0.1750567468397257,0.2116790010515229,-0.45876111615641735,-0.3145443038691804,-0.24072678346665524,-0.4382793954134413
1505,-0.35379986200367125,0.6866336711045642,-0.1881434508972941,0.7568663644394991,-0.21924856217211758,-0.14566786882081517,-0.1694195271082335,-0.33538232935204076,-0.6773739543076316,-0.4891371140850928,-0.23039684879128686,0.27113230804491284,0.7379128457812049,0.3494196446900541,-0.6813330015987236,-0.2608498811195105,-0.6244178957390696,-0.40597589696198183,-0.07104788624064615,0.20958771963990142,-0.2032765121853955,-0.04954336742005553,-0.2231970028076233,-0.28033184861719884,-0.3668571484593164,-0.41440831879654755,0.2961959923301066,0.4559519869409402,-0.6036573925495238,0.44382881772221233,0.3480018228661425,-0.5487942565469418,0.011192203279593643,0.3569516895645339,-0.14705109089019897,-0.43162359079077617,-0.062477366524802236,0.1695749136759883,1.1486919268273155,0.5550067399297367,-0.3813015013725724,-0.2766413888436877,0.5464204653450764,0.26704195514451196,0.22530173649869772,-0.12202410097399918,-0.39949348277919144,0.025228101066472153,-0.06380852026235205,-0.049705125375665495
1506,-0.882451131340498,-0.812657416404644,-0.5358730586547973,-0.6664836392078899,-0.5976438945560396,-0.5186287619245848,-0.5970306505515286,-0.5365312673880508,-1.0260684638863569,-0.8697250981450771,-0.691882775263569,-0.6626702115587173,-0.9677510566312886,-0.7101157734734193,-0.5344095538704192,-0.840240383368146,-0.7120677968815554,-1.0925578299266052,-0.687604608028145,-0.8056721998994331,0.1454964569631241,-0.8055911646740442,-0.6744799065467102,-0.7483315958913204,-0.7376696300556604,-0.9195148245286083,-0.6693375834701407,-0.5390935713685799,-0.8130788643793672,-0.056048775094583086,-0.7089164295993635,-0.70719358015251,-0.8049059525241087,-0.7303028010288511,-0.7576113532896197,-0.43162359079077617,-0.7498811546949983,-0.6648886334114759,-0.8237530555929505,-0.6964177018509551,-0.8771825077906134,-0.5789266434534357,-0.8801717031689275,-0.706749266228775,-0.6755048510127549,-0.566961570341362,-0.8736345497969988,-0.6543167088048331,-0.7125088186781304,-0.6973289087719585
1507,-0.26569131711420013,0.43675182318636285,0.029187553951145428,-0.564815781804505,-0.6607097832866933,-0.4387085705452056,-0.34046397648555154,-0.00013409929202405147,-0.4681572485603965,-0.16291884203367757,-0.7687970963422828,-0.16830417176856016,-0.054002537481738506,-0.02898586179690067,0.15123320219500128,-0.2608498811195105,-0.44911809345409776,-0.26865951036905716,-0.687604608028145,-0.4249497300721826,-0.2032765121853955,-0.18296356693546528,-0.4488384546771667,-0.22183188020793368,-0.2432529879272017,-0.28813169236353237,-0.4465221429008529,-0.5390935713685799,0.6528714384295369,0.44382881772221233,-0.47915159210686226,-0.15279594753302123,-0.6883205016950084,-0.4886906920080989,-0.24098343895164828,-0.6127307305330508,0.24303542821750712,-0.3668659380230958,-0.30920219061375076,-0.27927622125739116,-0.3193163755703173,-0.3774031403802704,0.047113206365175034,-0.3821521924376794,-0.27514636767433154,-0.010789733632158495,-0.39949348277919144,-0.42780177218106463,0.054136988540516726,0.2093443879828517
1508,-0.44190840689314237,-0.812657416404644,-0.2750758528366699,-0.7681514966112749,-0.9760392269399616,-0.4919886981314584,-0.38322508882988104,-0.6706305594120575,-1.2352851696335918,-0.4891371140850928,-0.6149684541848554,-0.7175997715354014,-0.5413350810281652,-0.6344346721760283,-0.6813330015987236,0.15300047762951477,-0.5805929451678266,-1.2985324098159923,-0.6053970451231453,-0.7422184549282247,-1.3658530760137941,-0.13849016709699538,-0.6368729979017862,-0.982331469528381,-0.4904613089914311,-0.41440831879654755,-0.7436093969932367,-0.9813360417283666,-0.9177896002942889,-1.5556815535449693,-0.5251045596053625,-0.46959459474415766,0.011192203279593643,-0.06586950122178249,-0.1940172649209236,-1.2466057196310123,-0.8262593533805757,-0.48607501617844784,-0.8237530555929505,-0.8007030719993461,-0.3813015013725724,-0.8812118980631838,-0.9515013115946277,-0.747323900452662,-1.1759529551857841,-1.4568365090760875,-0.755099283042547,-0.5410592404929488,-0.8304543274809991,-0.8268536654512171
1509,0.6153941317805112,0.35345787388029576,0.20305235782989706,1.4685413662631936,1.1051351011716095,0.22729302428295448,0.4292360457123796,3.4193978473201465,1.4845320050804645,0.7069965501034297,0.23108907768099532,0.4908505479516494,1.6516613649307548,0.576462948582227,0.20020768477110273,0.15300047762951477,0.8656304236831907,1.173162548856652,0.33998992828435315,0.019226484726276197,0.37801176972880385,0.6620310299954633,0.5289411700908547,0.4801677407032485,0.8691844568618304,0.4063897530180512,1.113185941084162,1.3404369276605137,0.7575821743444585,-0.18101817329878195,0.39395479036464276,0.5204011777906438,0.011192203279593643,2.2294455344753636,0.4165429974784971,0.8361263874051466,0.9304392163877032,0.8252248435304245,-0.13768523562068416,1.0764335906716918,1.5402373984973365,0.8317378780587217,0.6890796821964768,0.10474341824896412,0.22530173649869772,1.1015539397862484,1.3785355185375865,0.42162924015806685,0.054136988540516726,0.015057252963963806
1510,0.1748514073331555,1.0198094683288328,0.724646769466152,-0.05647649478758036,1.6096622110168388,0.17401289669670167,0.3864749333680501,0.20101483874398599,-1.0260684638863569,1.2506936701891218,-0.5380541331061417,-0.05844505181519192,0.7988294137245082,-0.4830724695812464,1.5225187143258423,0.15300047762951477,2.3556787431054507,-0.8865832500372182,1.0387542129768519,1.097940149236819,0.261754113345964,0.4396640308031136,1.6571484294385717,0.304667835475453,0.20996226735721882,0.3432514398015436,0.14765236528391473,-0.87077542413842,0.024607022940006544,-0.3059875715029808,1.4508730428301488,2.777591539169991,-0.4551496000368077,0.5381607713300981,0.36957682344777243,-0.34107002091963884,1.31233020981559,0.8252248435304245,1.1486919268273155,-0.27927622125739116,1.6022225242995916,-0.17587963730710504,0.18977242321657542,0.06416878402507716,0.6256602198371212,1.3240226744699297,0.19318285099306787,0.19511430353429846,-0.2996995378680896,-0.1144675037152948
1511,1.7608052153436358,2.3525126572259065,2.4198286072839803,1.2652056514564236,2.9971117630912194,0.653534044972977,0.8140860568113452,5.632036165716258,-1.0260684638863569,2.990524454463336,1.3848038938617007,0.8204279078117541,3.1745755635133386,0.2737385433926632,5.587400768142263,0.15300047762951477,2.5748034959616652,-0.9552414433336806,1.9019336234793507,2.874645008430654,1.8893613027057221,1.0178182287032227,1.7323622467284194,2.937166413892386,0.786781683173754,0.4063897530180512,1.038914127561066,-0.2074117185987399,0.5481607025146151,0.8187370123348089,0.7156255628541447,1.9063952593393656,0.2443631049377943,2.8938788342824324,0.9801370858471932,1.470001376503108,0.3957918255886618,1.6000838515402125,1.9205182242961152,0.24215062948456378,1.7261927759041018,2.544687654180627,-0.024216402060525163,2.052325860995538,1.5264668073485739,-0.010789733632158495,3.51217032011772,0.9879165817174878,0.054136988540516726,1.8284038464735843
1512,-0.35379986200367125,0.6866336711045642,0.7681129704358399,-0.564815781804505,-0.5976438945560396,-0.1723079326139416,-0.29770286414122205,0.3351141307679927,2.460876631900895,0.00019029399203003162,0.1541747566022816,-0.0035154918385077874,-0.9068344886879852,-0.10466696309429163,-0.3874861061421148,0.5668508363785401,0.16443121454330348,0.3492642292991039,0.2577823653793533,-0.6787647099570162,-0.31953416856823535,-0.5832241654816946,-0.4112315460322428,-0.33883181702646403,-0.5728640826795075,-0.22499337914702477,-0.0008912617622771852,-0.7602148065484733,-0.2895251848047586,-0.18101817329878195,0.3480018228661425,-0.23199560933580535,0.7107049082541956,-0.549093719263287,-0.569746657166721,0.2022513983071852,-0.1388555652103796,-0.5456795552561239,-0.13768523562068416,0.03357988918778181,-0.5052717529770826,-0.07511788577052236,0.26110203164227563,-0.5038760951093403,-0.07496712600511984,-0.566961570341362,1.1414649850286827,-0.08802936724541204,-0.18175402906522084,-0.7620912871115878
